Name	Brand	Release_Year	Concentration	Rating_Value	Rating_Count	Main_Accords	Top_Notes	Middle_Notes	Base_Notes	Perfumers
Series 4: Cologne - Vettiveru	Comme des Garçons	2002	NA	7.7	201	Fresh, Green, Citrus, Spicy, Woody	NA	NA	NA	Mark Buxton
Series 5: Sherbet - Cinnamon	Comme des Garçons	2003	NA	6.3	57	Spicy, Fresh, Woody, Sweet, Green	NA	NA	NA	Bertrand Duchaufour
Series 5: Sherbet - Peppermint	Comme des Garçons	2003	NA	6.8	51	Fresh, Green, Spicy, Woody, Sweet	NA	NA	NA	Bertrand Duchaufour
Series 5: Sherbet - Rhubarb	Comme des Garçons	2003	NA	7.2	109	Fresh, Fruity, Green, Sweet, Citrus	NA	NA	NA	Bertrand Duchaufour
Series 6: Synthetic - Garage	Comme des Garçons	2004	NA	7.1	70	Synthetic, Leathery, Smoky, Woody, Earthy	NA	NA	NA	Marie-Aude Couture Bluche
Series 6: Synthetic - Tar	Comme des Garçons	2004	NA	6.9	85	Synthetic, Smoky, Leathery, Spicy, Resinous	NA	NA	NA	Nathalie Feisthauer, Givaudan
Series 7: Sweet - Sticky Cake	Comme des Garçons	2005	NA	7	53	Sweet, Gourmand, Powdery, Creamy, Synthetic	Almond, Honey, Pistachio, Date	Milk, Iris, Brown sugar	Grain, Ambrette seed, Myrrh	Nathalie Feisthauer
Seringa Floris 1992 Eau de Parfum	Floris	1992	Eau de Parfum	6.7	52	Floral, Green, Fresh, Chypre, Citrus	Green notes, Violet leaf, Bergamot	Ylang-ylang, Carnation, Jasmine, Lily, Mock-orange, Rose	Oakmoss, Musk, Tonka bean, Vanilla, Frankincense, Patchouli	Douglas Cope
Serpentine	Comme des Garçons	2014	NA	7.5	115	Green, Fresh, Woody, Synthetic, Spicy	NA	NA	NA	Emilie Bevierre-Coppermann
Serpentine	Roberto Cavalli	2005	NA	6.3	69	Floral, Sweet, Spicy, Fruity, Woody	Mandarin orange, Mango blossom, Tarragon	Black pepper, Violet, Tiaré, Frangipani	Amber, Sandalwood, Tolu balm	Jacques Cavallier-Belletrud, Firmenich
Set Sail St. Barts for Men Tommy Bahama 2007 Eau de Cologne	Tommy Bahama	2007	Eau de Cologne	8	122	Fresh, Citrus, Aquatic, Synthetic, Fruity	Lime, Musk	Green notes, Guava	Musk, Palm tree, Vanilla	NA
Seta	Moresque	2018	NA	8	295	Spicy, Oriental, Sweet, Woody, Creamy	Saffron, Bergamot, Lemon	Myrrh, Ylang-ylang	Vanilla, Amber, Benzoin, Sandalwood	NA
Seven James Bond 007 2015 Eau de Toilette	James Bond 007	2015	Eau de Toilette	4.5	63	Sweet, Synthetic, Woody, Spicy, Fresh	Apple, Mandarin orange, Bergamot	Cinnamon, Saffron, White pepper	Amber, Sandalwood, Caramel, Vanilla, Leather, Mahogany, Musk, Cedarwood	NA
Seven Veils	Byredo	2011	NA	6.9	125	Spicy, Sweet, Oriental, Gourmand, Floral	Pimento, Carrot	Wisteria, Oleander	Sandalwood, Vanilla	NA
Severo	Jacques Zolty	2019	NA	7.8	131	Spicy, Sweet, Citrus, Woody, Fresh	Cola, Lime, Rum	Birch, Davana, Black pepper	Vanilla, White musk, Amber	NA
Sex and The Sea	Francesca Bianchi	2016	NA	6.6	221	Sweet, Fruity, Creamy, Floral, Animal	NA	NA	NA	Francesca Bianchi
Sex and The Sea Neroli	Francesca Bianchi	2019	NA	7.3	165	Floral, Sweet, Creamy, Spicy, Animal	NA	NA	NA	Francesca Bianchi
Sex Magic	House of Matriarch	2013	NA	7.7	61	Woody, Resinous, Leathery, Spicy, Smoky	NA	NA	NA	Christi Meshell
Sex	Rammstein	2023	NA	6.7	146	Spicy, Woody, Synthetic, Sweet, Powdery	Heliotrope, Coffee, Clary sage, Iris, Jasmine	Peru balsam, Tonka bean, Patchouli, Sandalwood, Vanilla	Benzoin, Everlasting flower, Oud, Tobacco, Vetiver	Michelle Moellhausen
Sex Sea	Lorenzo Pazzaglia	NA	NA	8	52	Aquatic, Fresh, Citrus, Green, Spicy	Bergamot, Mint, Pink grapefruit, Absinth, Yuzu, Citron, Pink pepper, Mandarin orange, Citrus fruits	Marine notes, Italian myrtle, Ozone, Cedarwood, Fig, Oakmoss, White blossoms	Ambergris, Salt, Algae, Patchouli	NA
Sexy Amber	Michael Kors	2013	NA	6.9	191	Floral, Woody, Sweet, Powdery, Oriental	NA	NA	NA	Harry Frémont
Sexy Skin Tropical Breeze	Guess	2016	NA	7.8	65	Spicy, Resinous, Woody, Smoky, Floral	Freesia, Lavender, Pink pepper	Iris, Marjoram, White blossoms, Clary sage	Frankincense, Ambroxan, Musk, Myrrh	Serge de Oliveira
Shaal Nur	Etro	1997	NA	7.7	228	Spicy, Woody, Oriental, Citrus, Green	Lemon, Blackcurrant bud, Bergamot, Grapefruit	Pink pepper, Karo Karounde, Petitgrain, Orange blossom, Rose	Vetiver, Frankincense, Opoponax, Patchouli, Cedarwood, Musk	Jacques Flori
Shade Lush / Cosmetics To Go 2021 Perfume	Lush / Cosmetics To Go	2021	Perfume	7.9	58	Woody, Resinous, Creamy, Spicy, Smoky	NA	NA	NA	Emma Vincent (née Dick)
Shades Wood Armaf 2013 Eau de Toilette	Armaf	2013	Eau de Toilette	7	80	Woody, Floral, Oriental, Spicy, Animal	Rose, Geranium, Citrus notes	Clove, Cumin, Pepper	Oud, Cedarwood, Sandalwood	NA
Shafali Fleur Rare Yves Rocher 1996 Eau de Toilette	Yves Rocher	1996	Eau de Toilette	6.5	80	Floral, Oriental, Sweet, Spicy, Citrus	Citrus fruits	Jasmine, Orange blossom	Vanilla	NA
Shaghaf	Anfas	2017	NA	7.2	62	Spicy, Animal, Oriental, Sweet, Woody	Cardamom, Ginger, Citrus notes	Tobacco, Cashmeran, Cedar, Leather	Oud, Vanilla, Patchouli, Amber, Tolu balm, Opoponax	NA
Shaghaf for Men	Swiss Arabian	NA	NA	7.6	98	Fresh, Sweet, Citrus, Aquatic, Fruity	Lemon, Lavender	Marine notes, Nut grass, Oakmoss	Amber, Patchouli	NA
Shaghaf Oud Abyad	Swiss Arabian	NA	NA	7.7	396	Smoky, Oriental, Woody, Spicy, Resinous	Oregano, Pepper, Bergamot	Frankincense, Amber, Myrrh, Labdanum	Leather, Sandalwood, Oud, Patchouli	NA
Shaghaf Oud Ahmar Swiss Arabian 2023 Eau de Parfum	Swiss Arabian	2023	Eau de Parfum	8.4	146	Fruity, Sweet, Creamy, Fresh, Floral	Melon, Peach, Freesia, Iris, Bergamot	Apple, Rose, Tonka bean, Amber	Musk, Vanilla, Amber, Cedarwood, Oud, Sandalwood	NA
Shaghaf Oud Aswad	Swiss Arabian	NA	NA	7.8	169	Oriental, Woody, Spicy, Floral, Leathery	Rose, Saffron, Woody notes, Thyme	Rose, Oud, Cumin, Jasmine, Patchouli, Coriander	Vanilla, Amber, Oud, Leather, Musk, Sandalwood	NA
Shaghaf Oud Azraq Swiss Arabian 2022 Eau de Parfum	Swiss Arabian	2022	Eau de Parfum	8.2	380	Sweet, Spicy, Oriental, Woody, Gourmand	Honey, Oud	Bourbon vanilla, Cinnamon, Amber	Leather, Patchouli	NA
Shaghaf Oud Elixir	Swiss Arabian	2024	NA	8.7	63	Sweet, Oriental, Woody, Synthetic, Spicy	Pink pepper, Oud, Saffron	Praliné, Rose, Oud, Sage	Musk, Vanilla, Amber, Oud	NA
Shaghaf Oud Tonka	Swiss Arabian	2023	NA	8.6	275	Sweet, Gourmand, Creamy, Oriental, Spicy	Almond	Tunisian orange blossom, Turkish rose, Cinnamon	Tonka bean, Vanilla, Amberwood	NA
Shaghaf pour Femme	Rasasi	2018	NA	7.8	55	Floral, Sweet, Citrus, Oriental, Creamy	Lemon, Coffee, Almond	Jasmine, Tuberose, Iris, Lily	Musk, Vanilla, Amber, Sandalwood	NA
Shagya	Parfums de Marly	NA	NA	7.1	124	Woody, Spicy, Fresh, Citrus, Oriental	Bergamot, Pink pepper	Geranium, Oud	Papyrus, Musk	Sidonie Lancesseur
Shahi 4711 2006 Eau de Toilette	4711	2006	Eau de Toilette	7.9	64	Leathery, Powdery, Floral, Woody, Spicy	Angelica, Bergamot, Lemon	Violet, Blueberry, Blackberry	Iris, Leather, Cashmere wood, Quarklox	Delphine Thierry
Shalimar Cologne	Guerlain	2015	NA	8.1	105	Citrus, Sweet, Floral, Powdery, Fresh	Calabrian bergamot, Calabrian lemon, Calabrian grapefruit	Jasmine, Rose, Freesia	Vanilla, White musk, Iris	Thierry Wasser
Shalimar Guerlain 1925 Extrait	Guerlain	1925	Extrait	9	249	Oriental, Powdery, Floral, Spicy, Sweet	Bergamot, Blossoms	Iris, Jasmine, Rose	Vanilla, Balsamic notes, Tonka bean	Jacques Guerlain
Shalimar Guerlain 1937 Eau de Cologne	Guerlain	1937	Eau de Cologne	8.6	118	Oriental, Powdery, Spicy, Floral, Citrus	Bergamot, Blossoms	Iris, Jasmine, Rose	Vanilla, Balsamic notes, Tonka bean	Jacques Guerlain
Shalimar Millésime Iris	Guerlain	2023	NA	8.3	292	Sweet, Powdery, Oriental, Floral, Smoky	NA	NA	NA	Delphine Jelk
Shalimar Ode à la Vanille - Sur la route de Madagascar	Guerlain	2012	NA	8.4	235	Oriental, Spicy, Resinous, Sweet, Powdery	NA	NA	NA	Thierry Wasser
Shalimar Ode à la Vanille	Guerlain	2010	NA	8.1	115	Oriental, Sweet, Spicy, Powdery, Gourmand	NA	NA	NA	Thierry Wasser
Shalimar Parfum Initial L'Eau	Guerlain	2012	NA	7.9	359	Powdery, Floral, Sweet, Citrus, Oriental	Bergamot, Citrus notes, Neroli	Jasmine	Tonka bean, Vanilla	Thierry Wasser
Shalimar Souffle de Lumière	Guerlain	2018	NA	7.8	82	Floral, Sweet, Citrus, Fresh, Powdery	Bergamot	Calabrian jasminum grandiflorum, Ylang-ylang	Bourbon vanilla	Thierry Wasser
Shalimar Souffle de Parfum	Guerlain	2014	NA	7.7	379	Floral, Sweet, Citrus, Powdery, Fresh	Mandarin orange, Lemon, Bergamot	Orange blossom water absolute, Indian jasmine sambac	Indian vanilla, Tahitian vanilla, White musk	Thierry Wasser
Shalimar Souffle Intense	Guerlain	2017	NA	8.1	183	Sweet, Floral, Oriental, Spicy, Powdery	Green notes	Indian jasmine sambac, White blossoms, Orange blossom water absolute	Bourbon vanilla, Tahitian vanilla, Benzoin	Thierry Wasser
Shanaan	M. Micallef	2010	NA	7.9	117	Woody, Smoky, Spicy, Resinous, Oriental	Lemon, Petitgrain	Frankincense, Cedarwood, Patchouli	Ambergris, Labdanum, Musk	Geoffrey Nejman, Jean-Claude Astier
Shanghai Lily	Tom Ford	2006	NA	7.1	76	Floral, Powdery, Woody, Fresh, Creamy	Tunisian neroli, Calabrian bergamot, Italian iris	Iris, Damask rose, Jasmine, Staleness	White musk, Amber, Vanilla, Sandalwood, Tonka bean, Vetiver, Scum	Rosendo Mateu
Shantung	Etro	2016	NA	7.2	114	Floral, Fresh, Fruity, Woody, Spicy	Blackcurrant, Italian mandarin orange, Lychee	Peony, Somalian frankincense, Rose	Cedarwood, Musk, Cashmere	Mathieu Nardin
Shawq	Swiss Arabian	NA	NA	7.3	172	Sweet, Fruity, Citrus, Fresh, Woody	Pineapple, Blackcurrant, Bergamot, Lime	Birch, Lily of the valley	Amber, Ambroxan, Musk, Patchouli	NA
She Was an Anomaly	Etat Libre d'Orange	2019	NA	7.2	140	Powdery, Floral, Synthetic, Woody, Sweet	Green mandarin orange	Frankincense, Plum, White blossoms	Musk, Ambrofix, Sandalwood	Daniela Andrier
She Wood Crystal Creek Wood	Dsquared²	2010	NA	7.3	115	Fresh, Aquatic, Woody, Floral, Green	Hawthorn, Musk, Jasmine	Violet leaf, Violet, Aquatic notes	Woods, Amber, Sandalwood, Vanilla	Daphné Bugey, Alberto Morillas
She Wood	Dsquared²	2008	NA	7.3	202	Woody, Fresh, Floral, Citrus, Spicy	Lemon, Jasmine, Neroli	Violet, Violet leaf, Heliotrope, Musk	Cedarwood, Vetiver, Vegetal amber	Daphné Bugey
She Wood Golden Light Wood	Dsquared²	2011	NA	7.5	174	Woody, Floral, Sweet, Powdery, Fresh	Neroli, Orange blossom, Lemon	Heliotrope, Musk	Amber, Cedar, Vetiver	Daphné Bugey
She Wood Velvet Forest Wood	Dsquared²	2009	NA	7.4	139	Woody, Fresh, Green, Floral, Spicy	Green leaves, Galbanum	Violet leaf, Kingwood, Pine needle	Patchouli, Musk, Amber, Vetiver	Alberto Morillas, Daphné Bugey
Shea Karité The Body Shop 2012 Eau de Toilette	The Body Shop	2012	Eau de Toilette	7.1	62	Sweet, Powdery, Creamy, Woody, Gourmand	NA	NA	NA	NA
Sheer Beauty	Calvin Klein	2012	NA	6.1	168	Floral, Fresh, Fruity, Synthetic, Sweet	Red berries, Bellini, Bergamot	Peony, Pink lily, Jasmine	Musk, Vanilla blossom, Sandalwood	Carlos Benaïm, IFF (International Flavors & Fragrances)
Sheer Beauty Essence	Calvin Klein	2013	NA	7.2	74	Floral, Fresh, Fruity, Sweet, Powdery	Nashi pear blossom, White peach	Lilac, Magnolia, Peony, Turkish rose	Cedar, Musk, Vanilla	NA
Sheiduna	Puredistance	2016	NA	7.5	61	Floral, Spicy, Resinous, Oriental, Woody	NA	NA	NA	Cécile Zarokian
Shelter Island	Bond No. 9	2014	NA	7.8	203	Aquatic, Fresh, Woody, Floral, Synthetic	Black pepper, Citrus zest	White lily, Algae	Oud, Sandalwood, Amber, Musk, Myrrh	NA
Shem	Nishane	2021	NA	7.7	147	Leathery, Spicy, Floral, Woody, Earthy	Turkish rose, Cardamom, Geranium	Amber, Osmanthus, Cypriol	Leather, Elemi resin, Vetiver	Lucas Sieuzac
Shem-el-Nessim Grossmith 1906 Eau de Parfum	Grossmith	1906	Eau de Parfum	8.2	211	Floral, Powdery, Spicy, Woody, Oriental	Neroli, Bergamot	Orris root, Geranium, Jasmine, Ylang-ylang, Rose	Musk, Heliotrope, Sandalwood, Vanilla, Cedarwood, Patchouli	NA
Shermine	Pierre Guillaume	2015	NA	7.5	91	Powdery, Sweet, Spicy, Woody, Floral	NA	NA	NA	Pierre Guillaume
Sherwood	Memo Paris	2022	NA	7.1	73	Woody, Spicy, Creamy, Floral, Fruity	Blackcurrant bud absolute, Spices, Carrot seed, Pink pepper	Turkish damask rose, Orange blossom absolute	New Caledonian sandalwood, Cashmeran, Oak wood	Juliette Karagueuzoglou
Shingl	XerJoff	2007	NA	7.4	90	Floral, Spicy, Sweet, Powdery, Fruity	Davana, Aniseed, Bergamot, Basil	Rum, Iris, Patchouli, Vetiver	Musk, Ambergris, Vanilla	Christian Rostain
Shiro...	Masakï Matsushïma	2010	NA	7.1	144	Fresh, Floral, Powdery, Green, Synthetic	Cyclamen, Cotton flower, Rose	Linen	Musk, Spruce balsam, Iris	Jean Jacques
Shuhrah pour Homme	Rasasi	2015	NA	7.3	399	Smoky, Sweet, Oriental, Floral, Woody	Tomato leaf, Freesia, Rose	Cedarwood, Jasmine, Rose, Sandalwood	Musk, Amber, Oud, Leather, Oakmoss	NA
Shunkoin	XerJoff	2012	NA	7.6	186	Sweet, Powdery, Gourmand, Spicy, Creamy	NA	NA	NA	NA
Si Do	Réminiscence	2008	NA	6.6	63	Sweet, Powdery, Gourmand, Floral, Spicy	Italian lemon, Orange, Sicilian bergamot	French carrot, Peruan amber, Cedarwood, Clove, Ylang-ylang, Iris tingitana	Musk, Vanilla, Peach, Pear	Jacques Flori
Si Lolita Eau de Minuit	Lolita Lempicka	2012	NA	7.8	51	Oriental, Floral, Sweet, Spicy, Fruity	Sweet pea	Amber, Patchouli	Vanilla	NA
Si Lolita Lolita Lempicka 2009 Eau de Parfum	Lolita Lempicka	2009	Eau de Parfum	6.8	208	Spicy, Floral, Woody, Sweet, Fresh	Bergamot, Lemon, Mandarin orange	Pink pepper, Elemi resin, Heliotrope, Sweet pea	Amber, Patchouli, Tonka bean	Christine Nagel, Benoist Lapouza
Siberian Snow	D.S. & Durga	2008	NA	8	105	Resinous, Spicy, Woody, Smoky, Fresh	Frankincense, Labdanum, Spearmint	Patchouli, Styrax, Jasmine sambac	Civet, Opoponax, Amber	David Seth Moltz
Sicilian Leather	Memo Paris	2021	NA	7.9	155	Leathery, Citrus, Spicy, Fresh, Woody	NA	NA	NA	Yann Vasnier
Sicily	Dolce & Gabbana	2018	NA	8.3	60	Floral, Creamy, Citrus, Fresh, Spicy	Sicilian bergamot, Honeysuckle	Grasse jasmine absolute, Black rose	Heliotrope, Sandalwood	NA
Sicily	Mancera	2016	NA	7.6	264	Citrus, Fruity, Fresh, Floral, Sweet	Mandarin orange, Grapefruit, Peach, Bergamot, Apple, Pineapple	Jasmine, Rose, Ylang-ylang, Violet	White musk, Woody notes	NA
Sideris	Maria Candida Gentile	2009	NA	7.7	121	Woody, Smoky, Resinous, Spicy, Floral	Frankincense, Myrrh, Labdanum, White pepper, Saffron	Rose, Turkish rose	Benzoin, Woods, Sandalwood	Maria Candida Gentile
Sienè	Tiziana Terenzi	2019	NA	7.4	52	Woody, Spicy, Leathery, Green, Resinous	Olive wood, Tuscan cypress, Juniper, Poplar	Frankincense, Myrrh, Indian patchouli, Iris, Tuscan leather	Musk, Tuscan acacia honey, Ambergris, Cambodian oud, Indian sandalwood	Paolo Terenzi
Signature - Oud Wood & Dark Vanilla	Axe / Lynx	2016	NA	6.6	92	Sweet, Woody, Synthetic, Spicy, Oriental	Black pepper, Mandarin orange, Coriander	Nutmeg, Clary sage absolute	Vanilla, Oud, Patchouli, Tobacco	NA
Signature Absolue	Montblanc	2023	NA	7.2	57	Fruity, Floral, Creamy, Sweet, Synthetic	Williams pear, Mandarin orange	Ylang-ylang, Tuberose	Tonka bean, Cedar, Amber	Meabh McCurtin, Anne Flipo
Signature Blue	Al Haramain / الحرمين	NA	NA	7.6	75	Citrus, Fresh, Synthetic, Spicy, Woody	Lemon, Bergamot, Grapefruit, Bitter orange, Green leaves	Geranium	Cedarwood, Patchouli, Vetiver	NA
Signature CoCoLoCo	Zaharoff	2023	NA	8.5	57	Citrus, Fruity, Sweet, Floral, Fresh	Red clementine, Pineapple, Guatemala cardamom, Pear	Bitter orange leaf, Coconut, American white cedar, French star jasmine, Pimento leaf	Benzoin, Bourbon vanilla, Brazilian tonka bean, South American heliotrope, White musk	Claude Dir, Mane
Signature Collection - Indian Sandalwood	Dunhill	2019	NA	7.9	66	Woody, Creamy, Sweet, Spicy, Earthy	Bergamot	Tree moss, Patchouli	Sandalwood	Carlos Benaïm
Signature Extrême	Otto Kern	2020	NA	7.1	58	Spicy, Sweet, Synthetic, Fruity, Floral	Sage, Nutmeg, Pineapple	Orange blossom, Violet leaf, Lavender	Cedarwood, Labdanum, Amber	NA
Signature Man Otto Kern 2008 Eau de Toilette	Otto Kern	2008	Eau de Toilette	6.6	301	Sweet, Spicy, Fresh, Synthetic, Oriental	Artemisia, Bergamot, Cardamom	Orange blossom, Lavender, Cinnamon	Tonka bean, Cedar, Musk	NA
Signature pour Homme Zaharoff 2018 Eau de Parfum	Zaharoff	2018	Eau de Parfum	7.9	132	Woody, Spicy, Fresh, Fougère, Sweet	Pear, French lavender, Guatemala cardamom, Provençal blue cedar, Zanzibar black pepper	Indonesian oud, Florentine iris, Canadian fir balsam, Kahili ginger, Pimento leaf, Virginia cedar	Australian sandalwood, Black amber, Chinese myrrh, Ethiopian frankincense, Indonesian patchouli	Claude Dir, Mane
Signature Rosé	Zaharoff	2021	NA	8.3	73	Floral, Smoky, Green, Oriental, Spicy	Bulgarian rose otto, Turkish rose absolute	Bulgarian rose absolute, Chinese peony, French jasmine, Indian amber	Ethiopian frankincense, Australian sandalwood, Bourbon vanilla, Chinese oud, Ethiopian myrrh, Mauritian sugar cane	Claude Dir, Mane
Signature True Armaf Eau de Parfum	Armaf	NA	Eau de Parfum	7.3	56	Sweet, Gourmand, Fruity, Synthetic, Creamy	Pear, Mandarin orange, Bergamot	Passion fruit, Strawberry	Praliné, Caramel, Vanilla, Coffee, Patchouli	NA
Signorina Eleganza Salvatore Ferragamo 2014 Eau de Parfum	Salvatore Ferragamo	2014	Eau de Parfum	7.3	91	Floral, Fruity, Sweet, Fresh, Powdery	Pear, Grapefruit	Almond, Osmanthus	Patchouli, White leather	Sophie Labbé
Signorina Misteriosa	Salvatore Ferragamo	2016	NA	7.5	179	Sweet, Fruity, Floral, Gourmand, Powdery	Blackberry, Neroli	Orange blossom, Tuberose	Vanilla, Patchouli	Sophie Labbé, Nicolas Beaulieu, IFF (International Flavors & Fragrances)
Signorina Ribelle Salvatore Ferragamo 2019 Eau de Parfum	Salvatore Ferragamo	2019	Eau de Parfum	7.3	84	Sweet, Floral, Creamy, Gourmand, Fruity	Mandarin orange, Pink pepper, Red pear	Jasmine sambac, Ylang-ylang, Frangipani	Coconut milk, Vanilla ice cream, Sandalwood	NA
Signorina Salvatore Ferragamo 2012 Eau de Parfum	Salvatore Ferragamo	2012	Eau de Parfum	6.5	147	Floral, Sweet, Fruity, Powdery, Fresh	Red currant, Pink pepper	Peony, Jasmine, Rose	Custard, Musk, Patchouli	Sophie Labbé, Juliette Karagueuzoglou
Sikkim Girls Lush / Cosmetics To Go 2012 Perfume	Lush / Cosmetics To Go	2012	Perfume	7.2	65	Floral, Sweet, Spicy, Oriental, Woody	NA	NA	NA	Mark Constantine, Simon Constantine
Silences Jacomo 1978 Parfum de Toilette	Jacomo	1978	Parfum de Toilette	7.6	85	Green, Floral, Chypre, Woody, Fresh	Green notes, Galbanum, Bergamot, Lemon, Orange blossom	Hyacinth, Jasmine, Rose, Iris, Lily of the valley	Moss, Musk, Sandalwood, Cedarwood	NA
Silk! Oud	The Nose Behind	2022	NA	6	163	Animal, Spicy, Oriental, Woody, Floral	Orange, Lemon, Pink pepper	Plum, Rose, Iris, Atlas cedar	Thai oud, Benzoin, Musk, Sandalwood	Christian Carbonnel a.k.a. Chris Maurice
Silky Woods Elixir	Goldfield & Banks	2023	NA	7.8	54	Woody, Sweet, Spicy, Resinous, Leathery	NA	NA	NA	Olivier Cresp, Hamid Merati-Kashani, Firmenich
Silky Woods	Goldfield & Banks	2021	NA	7.8	500	Woody, Sweet, Spicy, Leathery, Creamy	NA	NA	NA	Hamid Merati-Kashani
Silvanus	Electimuss	2019	NA	6.8	52	Spicy, Fresh, Woody, Floral, Synthetic	Clove, Saffron, Oud	Lily of the valley, Sandalwood, Cedarwood, Rosewood	White musk, Ambergris	NA
Silver Aigner 1984 Eau de Toilette	Aigner	1984	Eau de Toilette	8.3	61	Spicy, Animal, Woody, Leathery, Smoky	Green notes, Bergamot, Fennel, Juniper, Lemon	Carnation, Jasmine, Patchouli, Spruce, Cedar, Cinnamon	Castoreum, Frankincense, Moss, Labdanum, Leather, Musk	NA
Silver	Amouage	1999	NA	7.6	233	Floral, Fresh, Spicy, Woody, Oriental	Orange blossom, Bergamot, Mandarin orange, Plum	Jasmine, Orchid, Heliotrope, Ylang-ylang, Rose	Musk, Frankincense, Patchouli, Vetiver, Amber, Sandalwood	Evelyne Boulanger
Silver Blue	Mancera	2019	NA	7.7	51	Spicy, Fresh, Oriental, Resinous, Woody	Absinth, Bergamot, Cardamom	Labdanum, Sumatra patchouli, Caramel, Cinnamon	Oakmoss, Amber, Sandalwood, White musk	NA
Silver Marble	Simone Andreoli	2024	NA	7.5	63	Spicy, Fresh, Woody, Citrus, Green	NA	NA	NA	Simone Andreoli
Silver Musk Nasomatto 2007 Extrait de Parfum	Nasomatto	2007	Extrait de Parfum	7.7	456	Fresh, Powdery, Citrus, Floral, Synthetic	NA	NA	NA	Alessandro Gualtieri
Silver Needle Tea	Jo Malone	2016	NA	7.4	57	Fresh, Green, Floral, Spicy, Fruity	NA	NA	NA	Serge Majoullier
Silver Shadow Altitude Davidoff 2007 Eau de Toilette	Davidoff	2007	Eau de Toilette	6.8	86	Fresh, Citrus, Spicy, Aquatic, Woody	Grapefruit, Green pepper, Juniper berry	Cedar, Caraway, Cardamom	Cashmere wood, Frankincense, Musk	Jean Jacques, Takasago / 高砂
Silver Shadow Davidoff 2005 Eau de Toilette	Davidoff	2005	Eau de Toilette	7.3	172	Woody, Spicy, Sweet, Fruity, Oriental	Orange, Cedar leaf	Cedarwood, Saffron	Patchouli, Amber	Francis Kurkdjian
Simply - The Art of Layering: Touch of Leather	Jil Sander	2016	NA	7.3	52	Leathery, Woody, Floral, Spicy, Sweet	Mandarin orange, Bergamot	Violet, Cedarwood, Nutmeg	Patchouli, Amber, Leather	Christophe Raynaud
Simply - The Art of Layering: Touch of Violet	Jil Sander	2016	NA	7.4	59	Floral, Powdery, Leathery, Woody, Sweet	Violet leaf, Bergamot, Mandarin orange	Violet, White peony, Lilac	Musk, Patchouli, Leather	Christophe Raynaud
Simply	Clinique	2003	NA	6.3	78	Sweet, Fruity, Floral, Gourmand, Fresh	White blossoms, Melon	Soy milk	White musk, Vanilla	Ron Winnegrad, Raymond Matts Fragrance designer
Simply Elixir	Jil Sander	2017	NA	7.7	97	Leathery, Woody, Spicy, Floral, Sweet	Red pepper, Blood orange, Red ginger	Violet, Cedarwood, Rose, Iris	Patchouli, Vanilla, Leather	Christophe Raynaud, Firmenich
Simply Jil Sander 2014 Eau de Parfum	Jil Sander	2014	Eau de Parfum	6.9	305	Floral, Woody, Spicy, Leathery, Powdery	Violet leaf, Bergamot, Mandarin orange	Violet, Cedar, Musk, Nutmeg	Leather, Vanilla, Patchouli	Christophe Raynaud
Simply Jil Sander 2016 Eau de Toilette	Jil Sander	2016	Eau de Toilette	7.1	88	Floral, Sweet, Leathery, Fruity, Fresh	Pear, Ambrette seed, Galbanum	Tuberose, Violet, Cardamom	Vanilla, Leather, Patchouli	Christophe Raynaud
Simply Jil Sander 2018 Eau de Parfum Poudrée	Jil Sander	2018	Eau de Parfum Poudrée	7.7	182	Powdery, Floral, Sweet, Creamy, Synthetic	Freesia, Mandarin orange, Solar note	Musk, Heliotrope, Rice	Cashmeran, Tonka bean	Sophie Labbé
Simply Jil Sander 2019 Eau de Parfum Poudrée Intense	Jil Sander	2019	Eau de Parfum Poudrée Intense	7.9	121	Powdery, Sweet, Creamy, Floral, Gourmand	Freesia, Mandarin orange	Heliotrope, Cocoa absolute	Cashmeran, Vetiver, Sandalwood	Sophie Labbé
Sinbad	Lubin	2019	NA	8.1	53	Floral, Spicy, Resinous, Oriental, Sweet	Pink pepper, Bergamot, Mandarin orange	Rose, Frankincense, Cinnamon, Orange blossom	Benzoin, Ambergris, Vanilla, Sandalwood	Thomas Fontaine
